CASE# 1:
CASE# 2:
4932 not found
6660 not found
6473 not found
1537 not found
6906 not found
9592 not found
1912 not found
6801 not found
4416 not found
1837 not found
547 not found
316 not found
3936 not found
6340 not found
6650 not found
410 not found
143 not found
8113 not found
1274 not found
434 not found
9320 not found
9905 not found
1019 not found
2894 not found
1099 not found
3113 not found
7349 not found
9977 not found
3811 not found
2171 not found
2077 not found
8949 not found
4017 not found
6545 not found
1612 not found
7002 not found
5615 not found
9483 not found
3514 not found
1211 not found
5124 not found
8279 not found
9520 not found
3609 not found
8360 not found
9781 not found
6840 not found
8963 not found
1997 not found
8098 not found
7776 not found
2778 not found
2883 not found
3629 not found
8486 not found
3163 not found
4222 not found
1793 not found
4002 not found
7671 not found
7573 not found
729 not found
7349 not found
1813 not found
1878 not found
8372 not found
6573 not found
6157 not found
5200 not found
2229 not found
4256 not found
1507 not found
1145 not found
2263 not found
134 not found
1364 not found
7327 not found
6374 not found
7251 not found
1562 not found
2445 not found
4359 not found
4062 not found
9101 not found
8919 not found
9117 not found
450 not found
9441 not found
1024 not found
6548 not found
4053 not found
2992 not found
5543 not found
8796 not found
7702 not found
5146 not found
4972 not found
2989 not found
4737 not found
3553 not found
9994 not found
4324 not found
5720 not found
6331 not found
1935 not found
1611 not found
3553 not found
4070 not found
363 not found
5570 not found
8653 not found
1996 not found
7526 not found
4226 not found
2772 not found
2745 not found
4248 not found
560 not found
1298 not found
6842 not found
6874 not found
6264 not found
320 not found
8178 not found
6072 not found
1268 not found
7769 not found
7261 not found
1870 not found
342 not found
5029 not found
6536 not found
1863 not found
9951 not found
8527 not found
5097 not found
4953 not found
9747 not found
1246 not found
7580 not found
4234 not found
3829 not found
2470 not found
5056 not found
3700 not found
1038 not found
795 not found
8868 not found
6501 not found
5007 not found
5517 not found
2545 not found
3028 not found
6828 not found
7817 not found
2967 not found
1559 not found
1423 not found
6434 not found
4974 not found
2590 not found
6398 not found
4431 not found
9610 not found
7363 not found
7462 not found
8873 not found
308 not found
7112 not found
3583 not found
3565 not found
6404 not found
1238 not found
7886 not found
5518 not found
549 not found
1961 not found
5716 not found
8272 not found
2947 not found
9569 not found
7194 not found
7924 not found
9591 not found
3967 not found
947 not found
5646 not found
8038 not found
6842 not found
7734 not found
3608 not found
8546 not found
8509 not found
583 not found
1104 not found
100 not found
5991 not found
8994 not found
4662 not found
1765 not found
8695 not found
9821 not found
4873 not found
978 not found
8804 not found
8474 not found
6134 not found
272 not found
3043 not found
2065 not found
6365 not found
6453 not found
4765 not found
466 not found
3764 not found
7383 not found
3041 not found
6253 not found
8143 not found
6014 not found
1553 not found
5537 not found
3796 not found
7319 not found
7743 not found
1275 not found
9816 not found
831 not found
2441 not found
4628 not found
2922 not found
3522 not found
3084 not found
6379 not found
8952 not found
5847 not found
2755 not found
3632 not found
4324 not found
7851 not found
7847 not found
9125 not found
3155 not found
5880 not found
8028 not found
8792 not found
4316 not found
4948 not found
9683 not found
8149 not found
4649 not found
6819 not found
1089 not found
2338 not found
3708 not found
5976 not found
3062 not found
5534 not found
4136 not found
2417 not found
3897 not found
7335 not found
9366 not found
3361 not found
9451 not found
3755 not found
6996 not found
8666 not found
3161 not found
6931 not found
4935 not found
6736 not found
8327 not found
1496 not found
643 not found
4980 not found
3372 not found
9062 not found
5004 not found
2531 not found
3174 not found
6527 not found
7478 not found
716 not found
5362 not found
2434 not found
6466 not found
1011 not found
7345 not found
3415 not found
738 not found
6976 not found
993 not found
1187 not found
6296 not found
3035 not found
1742 not found
3522 not found
8978 not found
5713 not found
6110 not found
9293 not found
7493 not found
9682 not found
2683 not found
4701 not found
8105 not found
9332 not found
2417 not found
6851 not found
2925 not found
8724 not found
149 not found
660 not found
556 not found
8832 not found
6740 not found
2635 not found
9881 not found
6280 not found
5906 not found
764 not found
5653 not found
4018 not found
873 not found
5020 not found
5363 not found
6385 not found
1884 not found
4377 not found
6902 not found
5840 not found
216 not found
368 not found
4948 not found
2904 not found
2695 not found
5798 not found
7399 not found
2303 not found
2120 not found
3281 not found
9371 not found
8692 not found
2882 not found
5498 not found
7884 not found
4400 not found
4508 not found
536 not found
3324 not found
7155 not found
5035 not found
7286 not found
2094 not found
5156 not found
2734 not found
4578 not found
3696 not found
2010 not found
5201 not found
3562 not found
6403 not found
8304 not found
7258 not found
3654 not found
511 not found
7892 not found
9397 not found
3132 not found
2027 not found
7306 not found
1883 not found
9901 not found
617 not found
1638 not found
2466 not found
8639 not found
2544 not found
9088 not found
8488 not found
4787 not found
1072 not found
6733 not found
7318 not found
1799 not found
2106 not found
712 not found
1613 not found
3727 not found
9288 not found
3672 not found
6827 not found
8538 not found
1530 not found
7600 not found
8754 not found
5161 not found
8198 not found
8208 not found
5867 not found
3976 not found
532 not found
9295 not found
7599 not found
9526 not found
1948 not found
7148 not found
3400 not found
1381 not found
9219 not found
520 not found
8178 not found
4960 not found
8376 not found
9823 not found
7365 not found
515 not found
531 not found
1575 not found
8456 not found
9893 not found
3501 not found
1944 not found
8317 not found
9681 not found
9463 not found
3678 not found
6983 not found
9820 not found
96 not found
2388 not found
5379 not found
1918 not found
6338 not found
317 not found
5736 not found
6358 not found
1426 not found
4134 not found
8776 not found
9438 not found
5973 not found
6069 not found
6745 not found
1469 not found
5888 not found
6912 not found
9521 not found
6771 not found
2512 found at 14
5351 not found
1508 not found
8498 not found
3639 not found
8035 not found
7052 not found
8516 not found
4101 not found
5921 not found
9724 not found
9858 not found
8057 not found
7016 not found
9330 not found
3453 not found
7969 not found
5828 not found
6012 not found
912 not found
1887 not found
7743 not found
6780 not found
2507 not found
7244 not found
634 not found
5622 not found
4174 not found
4838 not found
3989 not found
1155 not found
5340 not found
7189 not found
7789 not found
8169 not found
7491 not found
3982 not found
4356 not found
2609 not found
4580 not found
9299 not found
4599 not found
5303 found at 28
6461 not found
3403 not found
1672 not found
3286 not found
4824 not found
9261 not found
383 not found
2074 not found
7189 not found
8293 not found
6927 not found
5154 not found
7805 not found
1661 not found
2158 not found
2235 not found
2388 not found
3794 not found
8744 not found
3632 not found
8574 not found
7474 not found
1707 not found
5731 not found
3399 not found
326 not found
3632 not found
3902 not found
9845 not found
7564 not found
4198 not found
7589 not found
8968 not found
8036 not found
5126 not found
2661 not found
8967 not found
4235 not found
6428 not found
2533 not found
605 not found
7785 not found
9417 not found
7012 not found
7438 not found
1655 not found
2425 not found
2505 not found
2740 not found
4020 not found
7675 not found
7397 not found
6889 not found
7948 not found
8856 not found
5677 not found
4665 not found
5530 not found
5366 not found
1358 not found
1711 not found
8160 not found
3764 not found
884 not found
9746 not found
9877 not found
6912 not found
8046 not found
6463 not found
9612 not found
4279 not found
3212 not found
6003 not found
2003 not found
8151 not found
5844 not found
8947 not found
9203 not found
3557 not found
8979 not found
2529 not found
6676 not found
7553 not found
2897 not found
3185 not found
3323 not found
7520 not found
3308 not found
1450 not found
6167 not found
3623 not found
9844 not found
5885 not found
7671 not found
8310 not found
7334 not found
6709 not found
5521 not found
1390 not found
6642 not found
9095 not found
988 not found
7452 not found
9065 not found
9799 not found
6896 not found
1498 not found
4798 not found
862 not found
6590 not found
9490 not found
7393 not found
8674 not found
564 not found
79 not found
2425 not found
9122 not found
8130 not found
4912 not found
7980 not found
3204 not found
4888 not found
2645 not found
5719 not found
97 not found
1862 not found
8263 not found
7236 not found
6000 not found
3994 not found
1850 not found
338 not found
9962 not found
3000 not found
401 not found
2130 not found
6642 not found
834 not found
5995 not found
6761 not found
1708 not found
7092 not found
1661 not found
8793 not found
9594 not found
4501 not found
9868 not found
4967 not found
4900 not found
4810 not found
176 not found
3855 not found
2421 not found
5187 not found
8401 not found
2605 not found
751 not found
7282 not found
1565 not found
9048 not found
9628 not found
8939 not found
8017 not found
1393 not found
6032 not found
8918 not found
3283 not found
8188 not found
6186 not found
8087 not found
1283 not found
7060 not found
93 not found
5528 not found
5812 not found
1671 not found
2743 not found
6773 not found
6804 not found
